ID,Region,Region Link,Estate,Estate Link,Block and unit number,Floor,Room,Gross area(sq feet),Net floor area(sq feet),Property age(year),Address
622746,Sai Wan Ho,https://www.28hse.com/en/buy/district-g10,Grand Promenade,https://www.28hse.com/en/buy/estate-1170,,High level,2,687.0,493.0,12.0,
622852,"Tin Hau, Tai Hang",https://www.28hse.com/en/buy/district-g6,Kuisum Court,https://www.28hse.com/en/buy/estate-5278,,,1,,180.0,26.0,
591685,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2600,,Mid level,3,850.0,640.0,58.0,
608408,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Harbour Place,https://www.28hse.com/en/buy/estate-3061,,Low level,3,770.0,592.0,10.0,
622854,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Han Palace Building,https://www.28hse.com/en/buy/estate-5172,,,,,430.0,50.0,
608432,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Whampoa Garden,https://www.28hse.com/en/buy/estate-3060,,Mid level,2,558.0,466.0,27.0,
609975,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,New Wealth Mansion,https://www.28hse.com/en/buy/estate-5921,,,2,488.0,351.0,27.0,
608492,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Apartment,https://www.28hse.com/en/buy/estate-2392,,High level,2,,449.0,52.0,
584919,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,High One,https://www.28hse.com/en/buy/estate-8531,,Mid level,1,,315.0,,
608732,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,The Avery,https://www.28hse.com/en/buy/estate-7931,D,,open style,,225.0,4.0,
608271,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Hang Ning Court,https://www.28hse.com/en/buy/estate-5932,,Low level,2,365.0,258.0,37.0,
608775,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Fung Yat Court,https://www.28hse.com/en/buy/estate-5896,,High level,1,,197.0,22.0,
608444,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Heya Delight,https://www.28hse.com/en/buy/estate-8540,B室,Mid level,3,,666.0,3.0,
608608,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Heya Star,https://www.28hse.com/en/buy/estate-8545,,Mid level,2,,519.0,3.0,
607515,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Apartment,https://www.28hse.com/en/buy/estate-2554,,,,600.0,445.0,,
617949,"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Tak Bo Garden,https://www.28hse.com/en/buy/estate-2083,得寶花園,Low level,1,334.0,254.0,34.0,
607647,"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Celestial Height,https://www.28hse.com/en/buy/estate-2343,,High level,4,2035.0,1567.0,8.0,
605877,"Central, Sheung Wan",https://www.28hse.com/en/buy/district-g2,Universal Building,https://www.28hse.com/en/buy/estate-723,,,open style,394.0,254.0,32.0,
607560,"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Foo Yue Building,https://www.28hse.com/en/buy/estate-5438,,,open style,,240.0,42.0,
622661,"Shau Kei Wan, Heng Fa Chuen",https://www.28hse.com/en/buy/district-g11,Sun Sing Centre,https://www.28hse.com/en/buy/estate-1177,,,,,291.0,32.0,
607186,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Sky Tower,https://www.28hse.com/en/buy/estate-3070,,High level,2,617.0,454.0,14.0,
607901,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Grand waterfront,https://www.28hse.com/en/buy/estate-2548,,High level,3,757.0,552.0,11.0,
475770,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Whampoa Garden,https://www.28hse.com/en/buy/estate-3060,,High level,3,732.0,660.0,26.0,
605494,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Wyler Garden,https://www.28hse.com/en/buy/estate-3072,,Mid level,2,444.0,372.0,40.0,
596346,"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Metro Harbour View,https://www.28hse.com/en/buy/estate-2564,,High level,2,477.0,326.0,14.0,
610174,"San Po Kong, Wong Tai Sin",https://www.28hse.com/en/buy/district-g33,Tsui Chuk Garden,https://www.28hse.com/en/buy/estate-2104,,,3,659.0,592.0,28.0,
548835,"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Pak Shing Building,https://www.28hse.com/en/buy/estate-5615,,High level,3,,522.0,41.0,
606475,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Sevilla Crest,https://www.28hse.com/en/buy/estate-7943,B,High level,open style,,217.0,4.0,
605786,"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Appartment,https://www.28hse.com/en/buy/estate-3115,,Mid level,3,,582.0,53.0,
606148,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Banyan Garden,https://www.28hse.com/en/buy/estate-2451,7座,Low level,2,665.0,478.0,14.0,
606892,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Lei Cheng Uk Estate,https://www.28hse.com/en/buy/estate-5538,,High level,2,617.0,436.0,,
574465,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Majestic Park,https://www.28hse.com/en/buy/estate-2321,,High level,3,930.0,736.0,20.0,
590956,Mid-Level,https://www.28hse.com/en/buy/district-g3,Gramercy,https://www.28hse.com/en/buy/estate-6027,,Mid level,2,981.0,676.0,5.0,
606602,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Liberte,https://www.28hse.com/en/buy/estate-2510,1座,Low level,2,647.0,491.0,15.0,
605505,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Wyler Garden,https://www.28hse.com/en/buy/estate-3072,,High level,2,573.0,456.0,40.0,
614070,Sai Wan Ho,https://www.28hse.com/en/buy/district-g10,Grand Promenade,https://www.28hse.com/en/buy/estate-1170,,Mid level,3,922.0,673.0,12.0,
614101,Mid-Level,https://www.28hse.com/en/buy/district-g3,Blessings Garden,https://www.28hse.com/en/buy/estate-384,,Low level,4,1029.0,818.0,23.0,
622433,Island West,https://www.28hse.com/en/buy/district-g1,Smithfield court,https://www.28hse.com/en/buy/estate-562,,,3,,471.0,33.0,
622438,Island West,https://www.28hse.com/en/buy/district-g1,Manhattan Heights,https://www.28hse.com/en/buy/estate-558,,High level,2,623.0,450.0,18.0,
604562,Mid-Level,https://www.28hse.com/en/buy/district-g3,Parkway Court,https://www.28hse.com/en/buy/estate-412,,High level,4,1298.0,1082.0,30.0,
622440,Quarry Bay,https://www.28hse.com/en/buy/district-g8,Mansion Building,https://www.28hse.com/en/buy/estate-7632,,High level,3,1640.0,1313.0,58.0,
604227,Aberdeen,https://www.28hse.com/en/buy/district-g13,Lei Tung Estate,https://www.28hse.com/en/buy/estate-5219,,Low level,open style,,287.0,,
595865,"Shau Kei Wan, Heng Fa Chuen",https://www.28hse.com/en/buy/district-g11,iUniQ Residence,https://www.28hse.com/en/buy/estate-6199,,Mid level,2,477.0,364.0,,
606489,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Wah Fung Garden,https://www.28hse.com/en/buy/estate-4666,1座,Low level,3,700.0,515.0,25.0,
622176,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Island Place,https://www.28hse.com/en/buy/estate-1072,,High level,3,975.0,781.0,22.0,
622201,Wan Chai,https://www.28hse.com/en/buy/district-g4,Kin Lee Building,https://www.28hse.com/en/buy/estate-5221,,Low level,3,550.0,377.0,39.0,
589696,Wan Chai,https://www.28hse.com/en/buy/district-g4,Lockhart House,https://www.28hse.com/en/buy/estate-6742,A,Low level,2,671.0,552.0,39.0,
622306,"Tin Hau, Tai Hang",https://www.28hse.com/en/buy/district-g6,Viking Garden,https://www.28hse.com/en/buy/estate-1074,A,Low level,2,490.0,422.0,41.0,
622318,Quarry Bay,https://www.28hse.com/en/buy/district-g8,ROAD KORNHILL,https://www.28hse.com/en/buy/estate-1127,,,2,521.0,431.0,31.0,
622452,Island West,https://www.28hse.com/en/buy/district-g1,Appartment,https://www.28hse.com/en/buy/estate-5069,,High level,1,488.0,339.0,,
595503,Island West,https://www.28hse.com/en/buy/district-g1,Apartment,https://www.28hse.com/en/buy/estate-556,,Low level,open style,,195.0,,
621968,Wan Chai,https://www.28hse.com/en/buy/district-g4,Kin Lee Building,https://www.28hse.com/en/buy/estate-5221,,Low level,3,,375.0,39.0,
593204,Island West,https://www.28hse.com/en/buy/district-g1,Appartment,https://www.28hse.com/en/buy/estate-5069,,High level,open style,,277.0,,
621992,Island West,https://www.28hse.com/en/buy/district-g1,Cheong Yue Mansion,https://www.28hse.com/en/buy/estate-5539,,Low level,1,,233.0,38.0,
613313,Causeway Bay,https://www.28hse.com/en/buy/district-g5,Paterson Building,https://www.28hse.com/en/buy/estate-5434,,,3,,688.0,59.0,
622012,Wan Chai,https://www.28hse.com/en/buy/district-g4,Hang Shun Mansion,https://www.28hse.com/en/buy/estate-933,,High level,2,500.0,328.0,33.0,
593348,Island West,https://www.28hse.com/en/buy/district-g1,Serene court,https://www.28hse.com/en/buy/estate-564,,Mid level,2,582.0,475.0,28.0,
615328,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,One Madison,https://www.28hse.com/en/buy/estate-2515,A,Low level,2,,499.0,10.0,
622043,Wan Chai,https://www.28hse.com/en/buy/district-g4,Wah Yan Court,https://www.28hse.com/en/buy/estate-22513,,Low level,1,,340.0,29.0,
621993,Island West,https://www.28hse.com/en/buy/district-g1,Hoi Lee Building,https://www.28hse.com/en/buy/estate-22562,,Low level,1,,342.0,38.0,
603308,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,My Place,https://www.28hse.com/en/buy/estate-8590,,High level,1,,340.0,2.0,
584992,"Central, Sheung Wan",https://www.28hse.com/en/buy/district-g2,Apartment,https://www.28hse.com/en/buy/estate-705,,Low level,2,,343.0,,
590335,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,The Java,https://www.28hse.com/en/buy/estate-5752,,High level,3,,862.0,6.0,
621841,TaiKoo,https://www.28hse.com/en/buy/district-g9,TaiKoo Shing,https://www.28hse.com/en/buy/estate-1140,,,,,580.0,31.0,
606594,Wan Chai,https://www.28hse.com/en/buy/district-g4,Kwong Sang Hong Building,https://www.28hse.com/en/buy/estate-900,,Mid level,2,600.0,392.0,42.0,
621840,Causeway Bay,https://www.28hse.com/en/buy/district-g5,Apartment,https://www.28hse.com/en/buy/estate-902,,,2,466.0,309.0,,
604802,Causeway Bay,https://www.28hse.com/en/buy/district-g5,Florida Mansion,https://www.28hse.com/en/buy/estate-912,,High level,3,1600.0,1023.0,54.0,
622300,Island West,https://www.28hse.com/en/buy/district-g1,Cadogan,https://www.28hse.com/en/buy/estate-7648,,High level,3,1183.0,915.0,4.0,
621918,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Healthy Village,https://www.28hse.com/en/buy/estate-1151,,Mid level,2,,401.0,25.0,
507017,"Shau Kei Wan, Heng Fa Chuen",https://www.28hse.com/en/buy/district-g11,Shaukiwan Centre,https://www.28hse.com/en/buy/estate-1185,,High level,,364.0,288.0,35.0,
584816,Wan Chai,https://www.28hse.com/en/buy/district-g4,Phoenix Court,https://www.28hse.com/en/buy/estate-840,,High level,4,1234.0,1119.0,41.0,
621923,"Tin Hau, Tai Hang",https://www.28hse.com/en/buy/district-g6,DIVA,https://www.28hse.com/en/buy/estate-8286,,High level,3,,717.0,3.0,
602918,Causeway Bay,https://www.28hse.com/en/buy/district-g5,Wing Tak Mansion,https://www.28hse.com/en/buy/estate-5627,,High level,1,500.0,310.0,46.0,
607737,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Eliza Building,https://www.28hse.com/en/buy/estate-2724,,High level,2,,363.0,44.0,
621490,Wan Chai,https://www.28hse.com/en/buy/district-g4,Wan Fung Mansion,https://www.28hse.com/en/buy/estate-7569,,,,,509.0,,
621538,,,,,,,,,616.0,,
362004,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Tung Po Building,https://www.28hse.com/en/buy/estate-5062,,Mid level,3,568.0,475.0,32.0,
619526,Quarry Bay,https://www.28hse.com/en/buy/district-g8,Wai Fong Court,https://www.28hse.com/en/buy/estate-6675,,High level,open style,420.0,258.0,31.0,
615342,Wan Chai,https://www.28hse.com/en/buy/district-g4,Lok Moon Mansion,https://www.28hse.com/en/buy/estate-852,,High level,2,520.0,404.0,30.0,
621582,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Ka Bo Building,https://www.28hse.com/en/buy/estate-8262,,High level,2,,334.0,39.0,
621751,Quarry Bay,https://www.28hse.com/en/buy/district-g8,King's View Court,https://www.28hse.com/en/buy/estate-1133,,High level,3,837.0,682.0,42.0,
616887,Island South,https://www.28hse.com/en/buy/district-g14,La Mer,https://www.28hse.com/en/buy/estate-634,,High level,4,2567.0,1821.0,,
621696,Wan Chai,https://www.28hse.com/en/buy/district-g4,Chong Hing Building,https://www.28hse.com/en/buy/estate-7854,低層,Low level,3,,604.0,,
617381,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Apartment,https://www.28hse.com/en/buy/estate-2392,,Low level,,,237.0,,
613737,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,The Prominence,https://www.28hse.com/en/buy/estate-5049,,High level,open style,,271.0,10.0,
621937,"Shau Kei Wan, Heng Fa Chuen",https://www.28hse.com/en/buy/district-g11,Apartment,https://www.28hse.com/en/buy/estate-1183,,High level,1,,374.0,51.0,
576367,"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,One Madison,https://www.28hse.com/en/buy/estate-2515,D,Low level,1,,246.0,10.0,
621205,Island West,https://www.28hse.com/en/buy/district-g1,Appartment,https://www.28hse.com/en/buy/estate-5069,,High level,open style,,227.0,,
621190,Quarry Bay,https://www.28hse.com/en/buy/district-g8,Nan Fung Sun Chuen,https://www.28hse.com/en/buy/estate-1121,,,,474.0,391.0,40.0,
604601,"Central, Sheung Wan",https://www.28hse.com/en/buy/district-g2,Centrepoint,https://www.28hse.com/en/buy/estate-6234,,High level,3,960.0,672.0,6.0,
621308,Quarry Bay,https://www.28hse.com/en/buy/district-g8,Sunway Gardens,https://www.28hse.com/en/buy/estate-1144,,,2,603.0,506.0,44.0,
553415,"Tin Hau, Tai Hang",https://www.28hse.com/en/buy/district-g6,Apartment,https://www.28hse.com/en/buy/estate-1004,,,2,530.0,410.0,,
621355,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Island Lodge,https://www.28hse.com/en/buy/estate-1161,,Mid level,2,829.0,640.0,9.0,
621359,Quarry Bay,https://www.28hse.com/en/buy/district-g8,Sunway Gardens,https://www.28hse.com/en/buy/estate-1144,,,2,603.0,506.0,44.0,
621316,,,,,,,,,2060.0,,
621372,"Tin Hau, Tai Hang",https://www.28hse.com/en/buy/district-g6,Viking Garden,https://www.28hse.com/en/buy/estate-1074,,High level,2,620.0,523.0,41.0,
621282,,,,,,,2,,717.0,,
622401,Island South,https://www.28hse.com/en/buy/district-g14,Residence Bel-Air,https://www.28hse.com/en/buy/estate-355,,,4,5834.0,3750.0,,
610397,Causeway Bay,https://www.28hse.com/en/buy/district-g5,Vienna Mansion,https://www.28hse.com/en/buy/estate-922,,Mid level,1,,600.0,60.0,
622404,Island West,https://www.28hse.com/en/buy/district-g1,The Belcher's,https://www.28hse.com/en/buy/estate-551,,Mid level,3,1218.0,948.0,,
622402,Causeway Bay,https://www.28hse.com/en/buy/district-g5,Ascot Tower,https://www.28hse.com/en/buy/estate-5128,,Low level,3,1250.0,897.0,34.0,
610393,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Fortress Metro Tower,https://www.28hse.com/en/buy/estate-1073,,,3,781.0,600.0,31.0,
559232,Wan Chai,https://www.28hse.com/en/buy/district-g4,J Residence,https://www.28hse.com/en/buy/estate-931,,High level,1,541.0,406.0,11.0,
620952,Island West,https://www.28hse.com/en/buy/district-g1,Tak Lee Building,https://www.28hse.com/en/buy/estate-5135,,High level,1,,194.0,32.0,
613323,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Hung On Building,https://www.28hse.com/en/buy/estate-1094,,,,1050.0,899.0,47.0,
620930,,,,,,,,480.0,331.0,,
541745,Island West,https://www.28hse.com/en/buy/district-g1,Apartment,https://www.28hse.com/en/buy/estate-556,,High level,3,,840.0,,
621377,Quarry Bay,https://www.28hse.com/en/buy/district-g8,Grandview Court,https://www.28hse.com/en/buy/estate-5443,,Mid level,,460.0,338.0,31.0,
609459,Causeway Bay,https://www.28hse.com/en/buy/district-g5,Sun Ho Court,https://www.28hse.com/en/buy/estate-8528,,,,416.0,271.0,30.0,
617572,Island West,https://www.28hse.com/en/buy/district-g1,Belchers Hill,https://www.28hse.com/en/buy/estate-5532,,Mid level,3,972.0,717.0,,
618391,"Tsim Sha Tsui,Jordan",https://www.28hse.com/en/buy/district-g31,Fortune Court,https://www.28hse.com/en/buy/estate-2931,,,open style,,226.0,33.0,
622720,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Chinese Mansion,https://www.28hse.com/en/buy/estate-5356,,Mid level,3,,703.0,,
621838,"Tin Hau, Tai Hang",https://www.28hse.com/en/buy/district-g6,Avalon,https://www.28hse.com/en/buy/estate-8877,,Low level,3,933.0,658.0,24.0,
620734,Aberdeen,https://www.28hse.com/en/buy/district-g13,Marina Habitat,https://www.28hse.com/en/buy/estate-292,,,,,527.0,,
590375,"Chai Wan, Shek O",https://www.28hse.com/en/buy/district-g12,Yen Lok Building,https://www.28hse.com/en/buy/estate-5681,高層,High level,1,430.0,330.0,45.0,
620783,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Winner House,https://www.28hse.com/en/buy/estate-5797,,Mid level,3,,656.0,52.0,
421779,"Chai Wan, Shek O",https://www.28hse.com/en/buy/district-g12,Greenwood Terrace,https://www.28hse.com/en/buy/estate-1256,,High level,3,747.0,646.0,32.0,
595432,Island West,https://www.28hse.com/en/buy/district-g1,Merit Court,https://www.28hse.com/en/buy/estate-622,,Mid level,2,,447.0,26.0,
301609,Wan Chai,https://www.28hse.com/en/buy/district-g4,Yue King Building,https://www.28hse.com/en/buy/estate-864,,High level,3,1200.0,958.0,45.0,
604612,Mid-Level,https://www.28hse.com/en/buy/district-g3,Cheery Garden,https://www.28hse.com/en/buy/estate-508,,High level,,568.0,365.0,24.0,
609441,Mid-Level,https://www.28hse.com/en/buy/district-g3,Land,https://www.28hse.com/en/buy/estate-8759,,,,10186.0,10186.0,,
596485,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,City Garden,https://www.28hse.com/en/buy/estate-1070,,Mid level,3,,1226.0,32.0,
596486,"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Lime Habitat,https://www.28hse.com/en/buy/estate-5121,,High level,4,1138.0,,7.0,
562591,Mid-Level,https://www.28hse.com/en/buy/district-g3,Woodland Court,https://www.28hse.com/en/buy/estate-460,,High level,,397.0,305.0,32.0,
622725,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Chun Yee Building,https://www.28hse.com/en/buy/estate-2743,,High level,5 + ,,553.0,52.0,
622727,"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Tak Bo Garden,https://www.28hse.com/en/buy/estate-2083,D,Mid level,2,,381.0,34.0,
618100,"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Apartment,https://www.28hse.com/en/buy/estate-8332,,High level,4,,766.0,,
565136,"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Chip Lee Building,https://www.28hse.com/en/buy/estate-2746,,Mid level,5 + ,,610.0,52.0,
566149,"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Cheng Fai Building,https://www.28hse.com/en/buy/estate-7828,,High level,2,660.0,463.0,51.0,
622804,"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Kin Fung Court,https://www.28hse.com/en/buy/estate-2285,,,,585.0,370.0,24.0,
605932,Wan Chai,https://www.28hse.com/en/buy/district-g4,Bo Fung Mansion,https://www.28hse.com/en/buy/estate-8649,,,2,,400.0,40.0,
620552,"Central, Sheung Wan",https://www.28hse.com/en/buy/district-g2,My Central,https://www.28hse.com/en/buy/estate-22371,,Low level,2,,674.0,,
567388,Mid-Level,https://www.28hse.com/en/buy/district-g3,Gramercy,https://www.28hse.com/en/buy/estate-6027,,Mid level,1,511.0,353.0,5.0,
620570,"Central, Sheung Wan",https://www.28hse.com/en/buy/district-g2,My Central,https://www.28hse.com/en/buy/estate-22371,,,,,679.0,,
