Region,Region Link,Estate,Estate Link,ID,Status,Price,Price per feet(built-up),Price per feet(salesable area),Block and unit number,Floor,Room,Gross area(sq feet),Net floor area(sq feet),Management Fee,Property age(year),Address,Views #,Bookmarked #,Ads or renew date,Modified date,User last login,Expire date,Scrape Date
"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Marconi Court,https://www.28hse.com/en/buy/estate-2165,615539,For sale,HK$ 12.50M ,"$14,705","$18,064",,High level,3,850 ,692 ,,43,,410,0,10 days before,10 days before,1 days before,2018.07.27,07-07-2018
"Kowloon Tong,Ho Man Tin,Yau Yat Tsuen",https://www.28hse.com/en/buy/district-g26,Kin Fung Court,https://www.28hse.com/en/buy/estate-2285,615769,For sale,HK$ 6.50M ,,"$17,615",,,,,369 ,,24,,620,0,10 days before,5 days before,1 days before,2018.07.27,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Laguna Verde,https://www.28hse.com/en/buy/estate-3050,615355,For sale,HK$ 18.00M ,"$14,839","$18,711",,High level,4,"1,213 ",962 ,,17,,325,0,10 days before,8 days before,1 days before,2018.07.26,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2807,615837,For sale,HK$ 4.45M ,"$13,283","$18,856",,High level,1,335 ,236 ,,,,535,0,10 days before,2 days before,2 hours before,2018.07.27,07-07-2018
"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Hipway Towers,https://www.28hse.com/en/buy/estate-5064,615947,For sale,HK$ 7.55M ,,"$12,797",,Mid level,2,,590 ,,45,,335,0,10 days before,10 days before,6 days before,2018.07.27,07-07-2018
"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Tak Bo Garden,https://www.28hse.com/en/buy/estate-2083,616089,For sale,HK$ 5.20M ,,"$18,440",,,,,282 ,,34,,445,0,9 days before,9 days before,8 days before,2018.07.27,07-07-2018
"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Grand waterfront,https://www.28hse.com/en/buy/estate-2548,616235,For sale,HK$ 13.00M ,,"$20,800",,,3,,625 ,,11,,225,0,9 days before,5 days before,3 days before,2018.07.28,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2713,616468,For sale,HK$ 9.05M ,"$14,787","$19,934",,High level,2,612 ,454 ,,15,,935,0,9 days before,24 hours before,2 hours before,2018.07.28,07-07-2018
"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Telford Garden,https://www.28hse.com/en/buy/estate-2080,615260,For sale,HK$ 7.80M ,"$13,494","$15,087",,,2,578 ,517 ,,36,,571,0,11 days before,11 days before,1 days before,2018.07.26,07-07-2018
"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Telford Garden,https://www.28hse.com/en/buy/estate-2080,553264,For sale,HK$ 7.68M ,"$13,287","$14,855",,,,578 ,517 ,,36,,3582,0,14 days before,2 days before,3 days before,2018.07.23,07-07-2018
"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Wyler Garden,https://www.28hse.com/en/buy/estate-3072,613072,For sale,HK$ 7.60M ,"$13,996","$16,667",,Mid level,3,543 ,456 ,,40,,470,0,14 days before,14 days before,4 days before,2018.07.23,07-07-2018
"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Tak Bo Garden,https://www.28hse.com/en/buy/estate-2083,613357,For sale,HK$ 5.38M ,,"$19,078",,High level,open style,,282 ,,34,,385,0,14 days before,2 days before,2 days before,2018.07.23,07-07-2018
"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Jubilant Place,https://www.28hse.com/en/buy/estate-3078,602748,For sale,HK$ 12.00M ,"$12,565","$15,326",,High level,4,955 ,783 ,,20,,835,0,13 days before,5 hours before,2 days before,2018.07.23,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Shing Hing Building,https://www.28hse.com/en/buy/estate-7787,613430,For sale,HK$ 5.58M ,,"$13,068",,High level,3,,427 ,,48,,835,0,13 days before,13 days before,23 hours before,2018.07.23,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,The Sorentino,https://www.28hse.com/en/buy/estate-2479,588619,For sale,HK$ 6.88M ,,"$15,426",,High level,2,,446 ,,,,1151,0,10 days before,10 days before,1 days before,2018.07.27,07-07-2018
Quarry Bay,https://www.28hse.com/en/buy/district-g8,WestLands Court,https://www.28hse.com/en/buy/estate-1128,562657,For sale,HK$ 7.30M ,"$14,038","$19,211",,,2,520 ,380 ,,33,,705,0,8 days before,2 days before,2 days before,2018.07.29,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,High One,https://www.28hse.com/en/buy/estate-8531,618044,For sale,HK$ 4.18M ,,"$21,658",,Low level,open style,,193 ,,,,405,0,6 days before,6 days before,4 hours before,2018.07.30,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Chiu Tak Mansion,https://www.28hse.com/en/buy/estate-6085,592476,For sale,HK$ 4.48M ,,"$13,956",,Low level,2,,321 ,,37,,4189,2,13 days before,7 days before,3 days before,2018.07.24,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Yue King Building,https://www.28hse.com/en/buy/estate-8570,416937,For sale,HK$ 5.38M ,,"$16,865",,High level,1,,319 ,,39,,1480,0,13 days before,13 days before,5 days before,2018.07.24,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Whampoa Garden,https://www.28hse.com/en/buy/estate-3060,613769,For sale,HK$ 11.20M ,"$16,422","$18,421",,High level,4,682 ,608 ,,27,,640,0,13 days before,11 days before,2 days before,2018.07.24,07-07-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,King Yip Building,https://www.28hse.com/en/buy/estate-8458,613880,For sale,HK$ 5.45M ,,"$13,070",,High level,3,,417 ,$ 550,55,,285,0,13 days before,13 days before,1 days before,2018.07.24,07-07-2018
"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Lai Yue Building,https://www.28hse.com/en/buy/estate-5985,591691,For sale,HK$ 5.08M ,,"$17,338",,Low level,2,,293 ,,28,,2155,0,11 days before,6 days before,4 days before,2018.07.26,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Banyan Garden,https://www.28hse.com/en/buy/estate-2451,576363,For sale,HK$ 9.60M ,"$13,913","$18,641",,,2,690 ,515 ,,15,,935,0,12 days before,12 days before,7 days before,2018.07.25,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2713,616482,For sale,HK$ 4.18M ,,"$10,296",,Low level,,,406 ,,56,,515,0,9 days before,9 days before,2 hours before,2018.07.28,07-07-2018
"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Telford Garden,https://www.28hse.com/en/buy/estate-2080,616702,For sale,HK$ 7.80M ,,"$15,789",,Mid level,2,,494 ,$ 1250,36,,520,0,9 days before,9 days before,16 days before,2018.07.28,07-07-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Apartment,https://www.28hse.com/en/buy/estate-2392,614934,For sale,HK$ 5.28M ,,"$13,750",,,2,,384 ,,,,190,0,11 days before,11 days before,11 days before,2018.07.26,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,One New York,https://www.28hse.com/en/buy/estate-2507,615056,For sale,HK$ 7.80M ,,"$16,667",,High level,2,,468 ,,10,,310,0,11 days before,11 days before,8 days before,2018.07.26,07-07-2018
"Kowloon Bay,Ngau Chi Wan",https://www.28hse.com/en/buy/district-g23,Hilltop Gardens,https://www.28hse.com/en/buy/estate-2087,422708,For sale,HK$ 6.50M ,"$9,326","$13,265",,High level,2,697 ,490 ,,28,,1236,0,7 days before,1 hours before,,2018.08.06,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Po On Court,https://www.28hse.com/en/buy/estate-7997,617878,For sale,HK$ 7.68M ,"$12,347","$16,623",,High level,2,622 ,462 ,,26,,125,0,7 days before,7 days before,3 days before,2018.07.30,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Lung Mong Building,https://www.28hse.com/en/buy/estate-8044,618000,For sale,HK$ 6.50M ,,"$10,815",,Mid level,3,,601 ,,56,,510,0,7 days before,7 days before,1 days before,2018.07.30,07-07-2018
"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Cambria Court,https://www.28hse.com/en/buy/estate-6812,613766,For sale,HK$ 9.80M ,,"$14,101",,,3,,695 ,,,,640,0,13 days before,12 days before,6 days before,2018.07.24,07-07-2018
Island West,https://www.28hse.com/en/buy/district-g1,Mei Sun Lau,https://www.28hse.com/en/buy/estate-5919,588109,For sale,HK$ 6.48M ,,"$17,705",,,,,366 ,,,,1221,0,19 days before,19 days before,1 days before,2018.07.17,07-07-2018
"Shau Kei Wan, Heng Fa Chuen",https://www.28hse.com/en/buy/district-g11,Fung Yuen Building,https://www.28hse.com/en/buy/estate-22249,609740,For sale,HK$ 5.98M ,,"$12,105",,High level,3,,494 ,,,,445,0,18 days before,18 days before,8 days before,2018.07.18,07-07-2018
"Tai Kok Tsui,Olympic,Kowloon Station",https://www.28hse.com/en/buy/district-g29,Ocean Court,https://www.28hse.com/en/buy/estate-5889,618111,For sale,HK$ 5.86M ,,"$15,221",,High level,2,,385 ,,,,401,0,6 days before,6 days before,23 hours before,2018.07.30,07-07-2018
Quarry Bay,https://www.28hse.com/en/buy/district-g8,Wah Shun Gardens,https://www.28hse.com/en/buy/estate-1129,610697,For sale,HK$ 11.98M ,"$15,598","$19,046",,,3,768 ,629 ,,27,,291,0,17 days before,17 days before,17 days before,2018.07.20,07-07-2018
Island West,https://www.28hse.com/en/buy/district-g1,Lungga Mansion,https://www.28hse.com/en/buy/estate-5691,583483,For sale,HK$ 5.38M ,,"$18,114",,,,,297 ,,40,,1927,1,19 days before,19 days before,1 days before,2018.07.17,07-07-2018
Wan Chai,https://www.28hse.com/en/buy/district-g4,Go Wah Mansion,https://www.28hse.com/en/buy/estate-5521,610716,For sale,HK$ 4.88M ,"$9,760","$13,631",,,,500 ,358 ,,54,,645,0,17 days before,17 days before,3 days before,2018.07.20,07-07-2018
Quarry Bay,https://www.28hse.com/en/buy/district-g8,The orchards,https://www.28hse.com/en/buy/estate-1123,562005,For sale,HK$ 23.00M ,"$24,287","$30,585",,High level,3,947 ,752 ,,15,,1468,0,16 days before,16 days before,6 days before,2018.07.21,07-07-2018
Island West,https://www.28hse.com/en/buy/district-g1,Manhattan Heights,https://www.28hse.com/en/buy/estate-558,605488,For sale,HK$ 10.80M ,"$17,335","$24,885",,,,623 ,434 ,,18,,297,0,25 days before,23 days before,1 days before,2018.07.12,07-07-2018
Island West,https://www.28hse.com/en/buy/district-g1,Han Yu Building,https://www.28hse.com/en/buy/estate-5750,609827,For sale,HK$ 5.80M ,,"$21,887",,Low level,1,,265 ,,38,,717,0,18 days before,18 days before,23 hours before,2018.07.19,07-07-2018
Island West,https://www.28hse.com/en/buy/district-g1,Cheong Yue Mansion,https://www.28hse.com/en/buy/estate-5539,560392,For sale,HK$ 5.00M ,,"$21,459",,,1,,233 ,,38,,3025,0,53 days before,14 days before,1 days before,2018.07.17,07-07-2018
Quarry Bay,https://www.28hse.com/en/buy/district-g8,Nan Fung Sun Chuen,https://www.28hse.com/en/buy/estate-1121,583784,For sale,HK$ 9.90M ,"$14,306","$17,368",,High level,3,692 ,570 ,,40,,940,0,16 days before,4 days before,6 days before,2018.07.21,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Wing Ning Building,https://www.28hse.com/en/buy/estate-2489,616801,For sale,HK$ 4.15M ,,"$18,527",,Mid level,open style,,224 ,,34,,285,0,8 days before,7 days before,8 days before,2018.07.28,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Hong Fai Building,https://www.28hse.com/en/buy/estate-2500,611332,For sale,HK$ 4.38M ,"$10,709","$16,162",,High level,2,409 ,271 ,$ 595,34,,865,0,16 days before,6 days before,6 days before,2018.07.21,07-07-2018
"Yau Tong,Lam Tin",https://www.28hse.com/en/buy/district-g21,Hong Pak Court,https://www.28hse.com/en/buy/estate-2010,591641,For sale,HK$ 6.36M ,,"$11,480",,,,,554 ,,,,1310,0,16 days before,5 hours before,3 days before,2018.07.21,07-07-2018
"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,Majestic Park,https://www.28hse.com/en/buy/estate-2321,602343,For sale,HK$ 14.50M ,"$14,766","$18,614",,High level,3,982 ,779 ,,20,,526,0,30 days before,6 hours before,30 minutes before,2018.07.21,07-07-2018
Island West,https://www.28hse.com/en/buy/district-g1,Sea View Mansion,https://www.28hse.com/en/buy/estate-642,605472,For sale,HK$ 6.30M ,,"$18,529",,,2,,340 ,,39,,802,0,25 days before,25 days before,1 days before,2018.07.12,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,The Sorentino,https://www.28hse.com/en/buy/estate-2479,555386,For sale,HK$ 6.85M ,,"$15,359",,High level,2,,446 ,,15,,1683,0,16 days before,16 days before,6 minutes before,2018.07.21,07-07-2018
Causeway Bay,https://www.28hse.com/en/buy/district-g5,Apartment,https://www.28hse.com/en/buy/estate-902,603063,For sale,HK$ 8.80M ,"$8,800","$12,038",,Low level,3,"1,000 ",731 ,,,,1130,0,29 days before,5 days before,7 days before,2018.07.08,07-07-2018
Island West,https://www.28hse.com/en/buy/district-g1,Smithfield Terrace,https://www.28hse.com/en/buy/estate-557,603231,For sale,HK$ 5.45M ,"$15,266","$20,802",,,1,357 ,262 ,,32,,1296,2,28 days before,12 days before,3 days before,2018.07.08,07-07-2018
"Kwun Tong,Ngau Tau Kok",https://www.28hse.com/en/buy/district-g22,Yan On Buiding,https://www.28hse.com/en/buy/estate-6061,611474,For sale,HK$ 4.38M ,,"$12,882",,,,,340 ,,53,,750,0,16 days before,16 days before,4 days before,2018.07.21,07-07-2018
Island West,https://www.28hse.com/en/buy/district-g1,The Merton,https://www.28hse.com/en/buy/estate-550,603233,For sale,HK$ 9.38M ,"$14,298","$19,461",,,2,656 ,482 ,,12,,705,0,28 days before,14 days before,3 days before,2018.07.08,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,Heya Star,https://www.28hse.com/en/buy/estate-8545,611276,For sale,HK$ 9.00M ,,"$17,341",,,,,519 ,,3,,1001,0,16 days before,16 days before,2 days before,2018.07.21,07-07-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Nam Cheong Commercial Building,https://www.28hse.com/en/buy/estate-2366,609674,For sale,HK$ 5.18M ,,"$11,640",,,,,445 ,,44,,845,0,19 days before,,3 days before,2018.07.18,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2600,609702,For sale,HK$ 3.60M ,,"$10,909",,,2,,330 ,,,,3786,1,19 days before,19 days before,1 days before,2018.07.18,07-07-2018
"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,My Place,https://www.28hse.com/en/buy/estate-8590,609742,For sale,HK$ 7.20M ,"$22,018","$22,018",,High level,1,327 ,327 ,,2,,410,0,18 days before,18 days before,3 days before,2018.07.18,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,The Sorentino,https://www.28hse.com/en/buy/estate-2479,610150,For sale,HK$ 6.88M ,,"$15,426",,High level,2,,446 ,,15,,380,0,18 days before,9 days before,6 minutes before,2018.07.19,07-07-2018
"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Healthy Gardens,https://www.28hse.com/en/buy/estate-1086,486026,For sale,HK$ 7.28M ,"$14,358","$16,360",,,,507 ,445 ,,38,,3243,0,29 days before,24 days before,2 days before,2018.07.08,07-07-2018
Wan Chai,https://www.28hse.com/en/buy/district-g4,Fu Wing Court,https://www.28hse.com/en/buy/estate-6401,622663,For sale,HK$ 5.10M ,"$11,943","$19,392",,,,427 ,263 ,,36,,20,0,3 hours before,3 hours before,3 hours before,2018.10.05,07-07-2018
"Tin Hau, Tai Hang",https://www.28hse.com/en/buy/district-g6,Mayson Garden Building,https://www.28hse.com/en/buy/estate-5021,622664,For sale,HK$ 9.10M ,,"$20,682",,,,,440 ,,45,,20,0,3 hours before,3 hours before,4 days before,2018.10.05,07-07-2018
Quarry Bay,https://www.28hse.com/en/buy/district-g8,Sunway Gardens,https://www.28hse.com/en/buy/estate-1144,622675,For sale,HK$ 7.50M ,"$11,177","$13,321",,,,671 ,563 ,,44,,85,0,3 hours before,,1 hours before,2018.10.05,07-07-2018
Quarry Bay,https://www.28hse.com/en/buy/district-g8,Fok Cheong Building,https://www.28hse.com/en/buy/estate-5318,622697,For sale,HK$ 5.20M ,"$10,833","$14,485",,,,480 ,359 ,,46,,30,0,2 hours before,,1 hours before,2018.10.05,07-07-2018
"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Hoi Shing Building,https://www.28hse.com/en/buy/estate-6773,483129,For sale,HK$ 7.28M ,"$15,690","$19,783",,Low level,2,464 ,368 ,,47,,2286,1,1 hours before,1 hours before,1 days before,2018.10.05,07-07-2018
Sai Wan Ho,https://www.28hse.com/en/buy/district-g10,Grand Promenade,https://www.28hse.com/en/buy/estate-1170,622806,For sale,HK$ 16.70M ,"$18,332","$25,227",,,3,911 ,662 ,,12,,35,0,1 hours before,,3 days before,2018.10.05,07-07-2018
"Tin Hau, Tai Hang",https://www.28hse.com/en/buy/district-g6,Wun Sha Tower,https://www.28hse.com/en/buy/estate-22342,622813,For sale,HK$ 10.70M ,,"$19,561",,,1,,547 ,,38,,45,0,1 hours before,60 minutes before,5 days before,2018.10.05,07-07-2018
Quarry Bay,https://www.28hse.com/en/buy/district-g8,Wai Lee Building,https://www.28hse.com/en/buy/estate-5405,622814,For sale,HK$ 4.68M ,"$9,750","$12,822",,,,480 ,365 ,,51,,50,0,1 hours before,,1 hours before,2018.10.05,07-07-2018
"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Kar Wan Building,https://www.28hse.com/en/buy/estate-5979,622843,For sale,HK$ 4.38M ,,"$21,576",,High level,,,203 ,,33,,5,0,45 minutes before,45 minutes before,7 days before,2018.10.05,07-07-2018
Sai Wan Ho,https://www.28hse.com/en/buy/district-g10,Grand Promenade,https://www.28hse.com/en/buy/estate-1170,622746,For sale,HK$ 11.48M ,"$16,710","$23,286",,High level,2,687 ,493 ,,12,,25,0,1 hours before,,3 days before,2018.10.05,07-07-2018
"Tin Hau, Tai Hang",https://www.28hse.com/en/buy/district-g6,Kuisum Court,https://www.28hse.com/en/buy/estate-5278,622852,For sale,HK$ 4.45M ,,"$24,722",,,1,,180 ,,26,,5,0,33 minutes before,33 minutes before,24 hours before,2018.10.05,07-07-2018
"Prince Edward,Mong Kok,Yau Ma Tei",https://www.28hse.com/en/buy/district-g30,Apartment,https://www.28hse.com/en/buy/estate-2600,591685,For sale,HK$ 8.18M ,"$9,624","$12,781",,Mid level,3,850 ,640 ,,58,,1120,0,21 days before,1 hours before,6 days before,2018.07.16,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Harbour Place,https://www.28hse.com/en/buy/estate-3061,608408,For sale,HK$ 10.80M ,"$14,025","$18,243",,Low level,3,770 ,592 ,,10,,561,1,21 days before,3 days before,1 days before,2018.07.16,07-07-2018
"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,Han Palace Building,https://www.28hse.com/en/buy/estate-5172,622854,For sale,HK$ 6.25M ,,"$14,535",,,,,430 ,,50,,0,0,30 minutes before,30 minutes before,7 days before,2018.10.05,07-07-2018
"Hung Hom,Whampoa",https://www.28hse.com/en/buy/district-g32,Whampoa Garden,https://www.28hse.com/en/buy/estate-3060,608432,For sale,HK$ 8.18M ,"$14,659","$17,554",,Mid level,2,558 ,466 ,,27,,590,0,21 days before,19 days before,1 days before,2018.07.16,07-07-2018
"North Point, Fortress Hill",https://www.28hse.com/en/buy/district-g7,New Wealth Mansion,https://www.28hse.com/en/buy/estate-5921,609975,For sale,HK$ 6.18M ,"$12,663","$17,607",,,2,488 ,351 ,,27,,765,0,18 days before,18 days before,6 hours before,2018.07.19,07-07-2018
"Sham Shui Po,Shek Kip Mei",https://www.28hse.com/en/buy/district-g27,Apartment,https://www.28hse.com/en/buy/estate-2392,608492,For sale,HK$ 5.40M ,,"$12,027",,High level,2,,449 ,,52,,900,0,21 days before,3 days before,11 days before,2018.07.16,07-07-2018
"Lai Chi Kok,Cheung Sha Wan,Mei Foo,Lai King",https://www.28hse.com/en/buy/district-g28,High One,https://www.28hse.com/en/buy/estate-8531,584919,For sale,HK$ 6.45M ,,"$20,476",,Mid level,1,,315 ,,,,715,0,21 days before,6 days before,6 minutes before,2018.07.16,07-07-2018
"To Kwa Wan,Kowloon City, Kai Tak",https://www.28hse.com/en/buy/district-g25,The Avery,https://www.28hse.com/en/buy/estate-7931,608732,For sale,HK$ 4.70M ,,"$20,889",D,,open style,,225 ,,4,,800,0,20 days before,1 days before,3 days before,2018.07.16,07-07-2018
