Region,Region Link,Estate,Estate Link,ID,Status,Price,Price per feet(built-up),Price per feet(salesable area),Block and unit number,Floor,Room,Gross area(sq feet),Net floor area(sq feet),Management Fee,Property age(year),Address,Views #,Bookmarked #,Ads or renew date,Modified date,User last login,Expire date,Scrape Date
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Rhine Garden ,https://www.28hse.com/en/buy/estate-4545,614422,For sale,HK$ 6.80M ,"$8,564","$10,759",,,,794 ,632 ,,26,,245,0,12 days before,9 days before,2 days before,2018.09.23,07-07-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Villa Esplanada,https://www.28hse.com/en/buy/estate-4651,615984,For sale,HK$ 12.00M ,"$13,086","$17,544",,Mid level,3,917 ,684 ,,20,,190,0,10 days before,,8 days before,2018.09.25,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,The Grandville,https://www.28hse.com/en/buy/estate-4123,615989,For sale,HK$ 10.70M ,"$14,902","$18,838",,Low level,,718 ,568 ,,12,,95,0,10 days before,10 days before,10 days before,2018.09.25,07-07-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Primrose hill,https://www.28hse.com/en/buy/estate-5120,616058,For sale,HK$ 5.00M ,"$17,857","$22,831",1座,Mid level,open style,280 ,219 ,,8,,181,0,9 days before,9 days before,8 hours before,2018.09.25,07-07-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Rambler Crest,https://www.28hse.com/en/buy/estate-4652,616118,For sale,HK$ 5.95M ,"$8,712","$12,268",,,,683 ,485 ,,15,,155,0,9 days before,,7 days before,2018.09.25,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,May Shing Court,https://www.28hse.com/en/buy/estate-5156,569930,For sale,HK$ 5.58M ,"$10,371","$14,646",,High level,2,538 ,381 ,,26,,525,1,2 months before,10 days before,10 days before,2018.07.18,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Villa,https://www.28hse.com/en/buy/estate-4110,563376,For sale,HK$ 5.00M ,"$7,142",,,Ground Floor,3,700 ,,,,,2067,0,2 months before,2 months before,10 days before,2018.07.09,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Fung Shing Court,https://www.28hse.com/en/buy/estate-4124,469716,For sale,HK$ 6.00M ,"$8,658","$12,245",,Low level,2,693 ,490 ,,32,,2215,1,10 days before,10 days before,10 days before,2018.09.25,07-07-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Villa Esplanada,https://www.28hse.com/en/buy/estate-4651,616017,For sale,HK$ 10.10M ,"$14,387","$20,040",,High level,2,702 ,504 ,,20,,115,0,10 days before,10 days before,1 days before,2018.09.25,07-07-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Grand Horizon,https://www.28hse.com/en/buy/estate-4653,615812,For sale,HK$ 6.90M ,"$11,292","$14,807",,,,611 ,466 ,,18,,180,0,10 days before,8 days before,1 days before,2018.09.25,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,The Grandville,https://www.28hse.com/en/buy/estate-4123,616011,For sale,HK$ 16.80M ,"$14,237","$18,221",,Mid level,3,"1,180 ",922 ,,12,,65,0,10 days before,10 days before,10 days before,2018.09.25,07-07-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Mayfair Gardens,https://www.28hse.com/en/buy/estate-4655,615787,For sale,HK$ 5.18M ,"$12,102","$15,745",,,,428 ,329 ,,36,,145,0,10 days before,10 days before,1 days before,2018.09.25,07-07-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Mont Vert,https://www.28hse.com/en/buy/estate-8320,615923,For sale,HK$ 12.50M ,,"$13,228",,,,,945 ,,3,,80,0,10 days before,10 days before,3 days before,2018.09.25,07-07-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Sea Crest Villa,https://www.28hse.com/en/buy/estate-4541,616013,For sale,HK$ 5.80M ,"$10,104","$13,333",,Mid level,2,574 ,435 ,,23,,170,0,10 days before,1 days before,7 hours before,2018.09.25,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Parkland Villas,https://www.28hse.com/en/buy/estate-4411,615943,For sale,HK$ 6.80M ,,"$13,627",,High level,3,,499 ,,18,,145,0,10 days before,10 days before,2 days before,2018.09.25,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Yoho Town,https://www.28hse.com/en/buy/estate-4250,615944,For sale,HK$ 6.80M ,"$12,952","$17,303",5座F室,,,525 ,393 ,,14,,170,0,10 days before,,6 days before,2018.09.25,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Royal Ascot,https://www.28hse.com/en/buy/estate-4128,615945,For sale,HK$ 12.50M ,"$15,206","$18,491",,High level,3,822 ,676 ,,22,,50,0,10 days before,10 days before,10 days before,2018.09.25,07-07-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Tierra Verde,https://www.28hse.com/en/buy/estate-4650,616112,For sale,HK$ 7.85M ,,"$15,038",,,,,522 ,,,,336,0,9 days before,,7 days before,2018.09.25,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Royal Ascot,https://www.28hse.com/en/buy/estate-4128,615948,For sale,HK$ 16.00M ,"$13,266","$15,399",,High level,3,"1,206 ","1,039 ",,22,,85,0,10 days before,10 days before,10 days before,2018.09.25,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Yoho Town,https://www.28hse.com/en/buy/estate-4250,615950,For sale,HK$ 8.50M ,"$12,427","$16,473",5座E室,High level,3,684 ,516 ,,14,,130,0,10 days before,,6 days before,2018.09.25,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Royal Ascot,https://www.28hse.com/en/buy/estate-4128,615935,For sale,HK$ 10.50M ,"$14,685","$17,677","TOWER 2, FLAT C",Low level,2,715 ,594 ,,22,,40,0,10 days before,10 days before,10 days before,2018.09.25,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Royal Ascot,https://www.28hse.com/en/buy/estate-4128,615962,For sale,HK$ 26.80M ,"$15,801","$18,120",,High level,,"1,696 ","1,479 ",,22,,70,0,10 days before,10 days before,10 days before,2018.09.25,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,610297,For sale,HK$ 3.88M ,"$5,543",,,,2,700 ,,,16,,190,0,18 days before,10 days before,17 days before,2018.09.17,07-07-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Ching Wah Court,https://www.28hse.com/en/buy/estate-4664,615927,For sale,HK$ 7.48M ,,"$11,597",,Low level,3,,645 ,,31,,75,0,10 days before,10 days before,5 days before,2018.09.25,07-07-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,South Crest,https://www.28hse.com/en/buy/estate-6745,558273,For sale,HK$ 18.80M ,"$14,221","$18,952",,High level,,"1,322 ",992 ,,8,,465,0,9 days before,9 days before,2 days before,2018.09.28,07-07-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Mont Vert,https://www.28hse.com/en/buy/estate-8320,605406,For sale,HK$ 4.05M ,,"$22,500",,,,,180 ,,3,,375,0,25 days before,25 days before,3 days before,2018.09.10,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Kam Wah Garden,https://www.28hse.com/en/buy/estate-4465,615952,For sale,HK$ 5.98M ,,"$17,233",,High level,2,,347 ,,32,,95,0,10 days before,10 days before,2 days before,2018.09.25,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Yoho Town,https://www.28hse.com/en/buy/estate-4250,615936,For sale,HK$ 7.50M ,"$12,931","$17,321",2座D,High level,2,580 ,433 ,,14,,115,0,10 days before,,6 days before,2018.09.25,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,The Sherwood,https://www.28hse.com/en/buy/estate-4474,609111,For sale,HK$ 5.50M ,,"$9,683",1,Mid level,3,,568 ,,13,,290,0,20 days before,10 days before,3 hours before,2018.09.15,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Affluence Garden,https://www.28hse.com/en/buy/estate-4440,609105,For sale,HK$ 4.60M ,,"$10,384",2,Mid level,2,,443 ,,29,,485,0,20 days before,10 days before,3 hours before,2018.09.15,07-07-2018
"Sai Kung,Clear Water Bay",https://www.28hse.com/en/buy/district-g41,Sai Kung Hoi Pong Street,https://www.28hse.com/en/buy/estate-7013,608502,For sale,HK$ 6.50M ,,"$9,420",,Low level,,,690 ,,,,490,0,21 days before,21 days before,2 days before,2018.09.14,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Park Nara,https://www.28hse.com/en/buy/estate-6090,609019,For sale,HK$ 5.80M ,"$11,005",,1,Low level,2,527 ,,,7,,445,0,20 days before,10 days before,3 hours before,2018.09.15,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Siu Shan Court,https://www.28hse.com/en/buy/estate-4449,590824,For sale,HK$ 4.48M ,"$6,687","$8,205",,Mid level,3,670 ,546 ,,34,,1150,1,47 days before,10 days before,3 hours before,2018.08.18,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,City One Shatin,https://www.28hse.com/en/buy/estate-4080,615875,For sale,HK$ 11.80M ,"$12,040","$14,390",,Mid level,3,980 ,820 ,,31,,280,0,10 days before,10 days before,14 days before,2018.09.25,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Yoho Town,https://www.28hse.com/en/buy/estate-4250,615958,For sale,HK$ 7.30M ,"$12,269","$15,835",8座B室,Low level,2,595 ,461 ,,14,,150,0,10 days before,,6 days before,2018.09.25,07-07-2018
"Kwai Chung,Kwai Fong",https://www.28hse.com/en/buy/district-g50,New Kwai Fong Gardens,https://www.28hse.com/en/buy/estate-4674,615802,For sale,HK$ 6.50M ,"$13,265","$16,250",,Mid level,2,490 ,400 ,,35,,201,0,10 days before,10 days before,2 days before,2018.09.25,07-07-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Mont Vert,https://www.28hse.com/en/buy/estate-8320,606478,For sale,HK$ 11.70M ,,"$12,690",,,,,922 ,,3,,280,0,24 days before,24 days before,3 days before,2018.09.11,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Domus,https://www.28hse.com/en/buy/estate-8586,615805,For sale,HK$ 4.18M ,,"$17,202",,,,,243 ,,2,,200,0,10 days before,,3 days before,2018.09.25,07-07-2018
"Sai Kung,Clear Water Bay",https://www.28hse.com/en/buy/district-g41,House,https://www.28hse.com/en/buy/estate-6918,496862,For sale,HK$ 29.80M ,,"$14,190",,,5 + ,,"2,100 ",,,,777,0,10 days before,10 days before,8 days before,2018.09.25,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Scenery Garden,https://www.28hse.com/en/buy/estate-5211,615808,For sale,HK$ 6.20M ,"$11,877","$15,196",,Mid level,2,522 ,408 ,,34,,165,0,10 days before,9 days before,7 hours before,2018.09.25,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Meadowlands,https://www.28hse.com/en/buy/estate-4261,590453,For sale,HK$ 6.86M ,"$7,514","$8,596",,,,913 ,798 ,,23,,415,0,48 days before,10 days before,3 hours before,2018.08.18,07-07-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Village,https://www.28hse.com/en/buy/estate-4154,615815,For sale,HK$ 13.30M ,"$6,333",,,,4,"2,100 ",,,,,155,0,10 days before,10 days before,2 days before,2018.09.25,07-07-2018
,,,,615820,For sale,HK$ 3.50M ,"$11,254","$15,695",大埔富善街永富大廈一房一廳出售350萬,High level,1,311 ,223 ,$ 450,30,,380,0,10 days before,,3 days before,2018.09.25,07-07-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,City Point,https://www.28hse.com/en/buy/estate-8385,615824,For sale,HK$ 8.20M ,,"$16,735",,,,,490 ,,3,,125,0,10 days before,6 days before,8 days before,2018.09.25,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Chi Lok Fa Yuen,https://www.28hse.com/en/buy/estate-4442,590456,For sale,HK$ 4.78M ,"$8,129","$9,354",,,,588 ,511 ,,37,,640,1,48 days before,10 days before,3 hours before,2018.08.18,07-07-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Mayfair By The Sea,https://www.28hse.com/en/buy/estate-8419,252709,For sale,HK$ 8.80M ,,"$13,990",,High level,1,,629 ,$ 4.48 sq feet,3,,5120,1,10 days before,10 days before,2 days before,2018.09.25,07-07-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Village,https://www.28hse.com/en/buy/estate-4154,615731,For sale,HK$ 6.80M ,"$9,714",,,Ground Floor,3,700 ,,,,,330,0,10 days before,10 days before,2 days before,2018.09.25,07-07-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Village,https://www.28hse.com/en/buy/estate-4154,615738,For sale,HK$ 24.80M ,"$11,809",,,,4,"2,100 ",,,,,180,0,10 days before,9 days before,4 days before,2018.09.25,07-07-2018
,,,,615739,For sale,HK$ 5.38M ,"$7,797",,,,2,690 ,,,,,270,0,10 days before,10 days before,2 days before,2018.09.25,07-07-2018
,,,,615747,For sale,HK$ 3.48M ,"$11,600",,,Ground Floor,1,300 ,,,,,290,0,10 days before,10 days before,2 days before,2018.09.25,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Village,https://www.28hse.com/en/buy/estate-4357,615750,For sale,HK$ 5.98M ,"$8,543","$9,200",,High level,3,700 ,650 ,,,,165,0,10 days before,,7 days before,2018.09.25,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,The Parcville,https://www.28hse.com/en/buy/estate-4252,615754,For sale,HK$ 6.28M ,"$10,363","$13,652",,,,606 ,460 ,,17,,180,0,10 days before,,9 days before,2018.09.25,07-07-2018
,,,,615807,For sale,HK$ 4.85M ,"$6,928",,,Mid level,3,700 ,,,,,266,0,10 days before,10 days before,2 days before,2018.09.25,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,The Reach,https://www.28hse.com/en/buy/estate-7742,615732,For sale,HK$ 6.60M ,"$11,074","$15,000",,,,596 ,440 ,,5,,150,0,10 days before,,5 days before,2018.09.25,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Imperial Villas,https://www.28hse.com/en/buy/estate-4289,610828,For sale,HK$ 5.20M ,,"$14,286",,High level,1,,364 ,,15,,350,0,17 days before,10 days before,3 hours before,2018.09.18,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Julimount Garden,https://www.28hse.com/en/buy/estate-5357,564683,For sale,HK$ 25.80M ,"$13,264","$16,206",,High level,4,"1,945 ","1,592 ",,31,,606,0,10 days before,10 days before,10 days before,2018.09.25,07-07-2018
"Tai Po,Tai Wo",https://www.28hse.com/en/buy/district-g45,Mont Vert,https://www.28hse.com/en/buy/estate-8320,615617,For sale,HK$ 6.88M ,,"$13,651",,,2,,504 ,,3,,100,0,10 days before,10 days before,5 hours before,2018.09.25,07-07-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Ocean View,https://www.28hse.com/en/buy/estate-4045,615633,For sale,HK$ 12.80M ,"$12,225","$16,347",,,,"1,047 ",783 ,,15,,125,0,10 days before,10 days before,2 days before,2018.09.25,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Shatin Centre,https://www.28hse.com/en/buy/estate-4086,411621,For sale,HK$ 5.15M ,,"$17,637",,,2,,292 ,,36,,2820,1,2 months before,9 days before,1 days before,2018.07.24,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Ho Wang Building,https://www.28hse.com/en/buy/estate-4284,567120,For sale,HK$ 3.98M ,"$10,446","$14,164",,High level,2,381 ,281 ,$ 4XX,35,,3206,0,10 days before,10 days before,8 days before,2018.09.25,07-07-2018
"Sai Kung,Clear Water Bay",https://www.28hse.com/en/buy/district-g41,Village,https://www.28hse.com/en/buy/estate-4029,615594,For sale,HK$ 3.30M ,"$12,692","$16,500",,High level,1,260 ,200 ,,20,,510,0,10 days before,10 days before,2 days before,2018.09.25,07-07-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,Aquamarine Garden,https://www.28hse.com/en/buy/estate-4515,484963,For sale,HK$ 8.80M ,"$9,090","$12,291",,High level,3,968 ,716 ,,,,1480,1,10 days before,10 days before,1 days before,2018.09.25,07-07-2018
"Sai Kung,Clear Water Bay",https://www.28hse.com/en/buy/district-g41,The Woods,https://www.28hse.com/en/buy/estate-8879,565917,For sale,HK$ 49.60M ,,"$23,985",,,3,,"2,068 ",,2,,907,0,2 months before,2 months before,3 days before,2018.07.12,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Trend Plaza,https://www.28hse.com/en/buy/estate-4458,615816,For sale,HK$ 6.10M ,"$11,914","$14,878",B座 2室,Low level,2,512 ,410 ,,30,,205,0,10 days before,,10 days before,2018.09.25,07-07-2018
Sham Tseng,https://www.28hse.com/en/buy/district-g56,South Crest,https://www.28hse.com/en/buy/estate-6745,534354,For sale For rent,HK$ 18.00M ,"$13,615","$18,145",,High level,3,"1,322 ",992 ,,8,,1415,0,3 months before,10 days before,1 days before,"2018.07.07,(It is expired. Please go to member area to buy credits to extend the ads period.)",07-07-2018
"Sai Kung,Clear Water Bay",https://www.28hse.com/en/buy/district-g41,Village,https://www.28hse.com/en/buy/estate-4029,615635,For sale,HK$ 4.38M ,"$6,257",,,,3,700 ,,,,,550,0,10 days before,8 days before,8 days before,2018.09.25,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Dragons Range,https://www.28hse.com/en/buy/estate-8527,578920,For sale For rent,HK$ 16.00M ,,"$15,779",,,3,,"1,014 ",,2,,805,0,10 days before,10 days before,7 days before,2018.10.25,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Chi Lok Fa Yuen,https://www.28hse.com/en/buy/estate-4442,615499,For sale,HK$ 5.08M ,"$9,825","$11,314",,,,517 ,449 ,,37,,275,0,10 days before,10 days before,5 days before,2018.09.25,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Fairview Park,https://www.28hse.com/en/buy/estate-4303,612090,For sale,HK$ 13.80M ,"$14,526","$14,526",,,,950 ,950 ,,,,685,0,15 days before,10 days before,18 hours before,2018.09.20,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Dragons Range,https://www.28hse.com/en/buy/estate-8527,615575,For sale,HK$ 9.98M ,,"$15,260",,Mid level,2,,654 ,,2,,115,0,10 days before,10 days before,10 days before,2018.09.25,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Lucky Mansion,https://www.28hse.com/en/buy/estate-5882,614708,For sale,HK$ 4.20M ,,"$14,433",,Mid level,2,,291 ,$ 5xx,,,305,0,11 days before,10 days before,8 days before,2018.09.23,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Siu Hong Court,https://www.28hse.com/en/buy/estate-4417,615487,For sale,HK$ 4.28M ,,"$10,338",,,,,414 ,,34,,465,0,10 days before,10 days before,5 days before,2018.09.25,07-07-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Bayshore Towers,https://www.28hse.com/en/buy/estate-4042,615577,For sale,HK$ 8.18M ,"$14,581","$19,854",,High level,2,561 ,412 ,,24,,80,0,10 days before,10 days before,7 hours before,2018.09.25,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Waldorf Garden,https://www.28hse.com/en/buy/estate-4485,615591,For sale,HK$ 5.08M ,"$10,020","$11,678",4座H室,Mid level,2,507 ,435 ,,36,,215,0,10 days before,1 days before,1 days before,2018.09.25,07-07-2018
"Tsuen Wan,Tai Wo Hau",https://www.28hse.com/en/buy/district-g49,Fairview garden,https://www.28hse.com/en/buy/estate-4589,615587,For sale,HK$ 7.30M ,"$11,265","$14,455",,Low level,3,648 ,505 ,,,,290,0,10 days before,10 days before,1 days before,2018.09.25,07-07-2018
"Fan Ling,Sheung Shui",https://www.28hse.com/en/buy/district-g46,Village,https://www.28hse.com/en/buy/estate-4231,612928,For sale,HK$ 4.48M ,"$6,400",,,High level,3,700 ,,,,,485,0,14 days before,4 days before,7 hours before,2018.09.21,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Mei Chung Court,https://www.28hse.com/en/buy/estate-4113,615607,For sale,HK$ 5.00M ,,"$7,752",,,,,645 ,,22,,185,0,10 days before,,7 days before,2018.09.25,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Tuen Mun Town Plaza,https://www.28hse.com/en/buy/estate-4433,615434,For sale,HK$ 4.80M ,"$11,111","$14,769",,,,432 ,325 ,,31,,135,0,10 days before,,6 days before,2018.09.24,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Residence 88,https://www.28hse.com/en/buy/estate-7863,615437,For sale,HK$ 6.88M ,"$11,622","$14,892",,,,592 ,462 ,,4,,210,0,10 days before,,5 days before,2018.09.24,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Village,https://www.28hse.com/en/buy/estate-4165,589880,For sale,HK$ 5.90M ,"$7,564",,二樓連露台,Mid level,2,780 ,,,,,880,0,49 days before,10 days before,22 hours before,2018.08.17,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Treasure Court,https://www.28hse.com/en/buy/estate-4395,590449,For sale,HK$ 4.00M ,,"$9,662",中層,Mid level,2,,414 ,,30,,1746,0,48 days before,10 days before,3 hours before,2018.08.18,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Brilliant Garden,https://www.28hse.com/en/buy/estate-4428,615443,For sale,HK$ 6.00M ,"$7,538","$8,798",,,,796 ,682 ,,29,,315,0,10 days before,,6 days before,2018.09.24,07-07-2018
Ma On Shan,https://www.28hse.com/en/buy/district-g43,Village,https://www.28hse.com/en/buy/estate-6884,615664,For sale,HK$ 3.68M ,"$7,829",,,,2,470 ,,,,,480,1,10 days before,6 days before,8 hours before,2018.09.25,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,The Palazzo,https://www.28hse.com/en/buy/estate-4207,615616,For sale For rent,HK$ 10.00M ,,"$20,202",11座,,,,495 ,,9,,265,0,10 days before,,7 days before,2018.09.25,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Century Gateway,https://www.28hse.com/en/buy/estate-7282,615449,For sale,HK$ 7.90M ,,"$16,322",,,,,484 ,,5,,75,0,10 days before,,6 days before,2018.09.24,07-07-2018
Tsing Yi,https://www.28hse.com/en/buy/district-g51,Mount Haven,https://www.28hse.com/en/buy/estate-4654,615455,For sale,HK$ 7.58M ,,"$13,883",,Mid level,2,,546 ,,19,,410,0,10 days before,10 days before,5 days before,2018.09.24,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Chi Lok Fa Yuen,https://www.28hse.com/en/buy/estate-4442,615469,For sale,HK$ 5.40M ,"$9,184","$10,568",,,3,588 ,511 ,,37,,305,0,10 days before,,3 days before,2018.09.25,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,Yue Tin Court,https://www.28hse.com/en/buy/estate-4092,614004,For sale,HK$ 7.20M ,"$10,359","$12,676",,Mid level,3,695 ,568 ,,35,,355,0,12 days before,12 days before,20 hours before,2018.09.22,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Siu On Court,https://www.28hse.com/en/buy/estate-4443,615474,For sale,HK$ 5.10M ,"$7,589","$9,059",,,,672 ,563 ,,36,,225,0,10 days before,,3 days before,2018.09.25,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Sun Tuen Mun Centre,https://www.28hse.com/en/buy/estate-4426,615461,For sale,HK$ 5.00M ,"$9,009","$10,823",,,,555 ,462 ,,28,,445,0,10 days before,,6 days before,2018.09.24,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Botania Villa,https://www.28hse.com/en/buy/estate-4437,615446,For sale,HK$ 5.75M ,"$9,274","$11,297",,,,620 ,509 ,,20,,365,0,10 days before,,6 days before,2018.09.24,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Venice Gardens,https://www.28hse.com/en/buy/estate-4472,372294,For sale,HK$ 5.50M ,"$9,735","$12,850",,,,565 ,428 ,,25,,1541,0,10 days before,10 days before,7 days before,2018.09.24,07-07-2018
Tseung Kwan O,https://www.28hse.com/en/buy/district-g42,The Wings,https://www.28hse.com/en/buy/estate-6558,615402,For sale,HK$ 10.00M ,,"$18,484",,High level,2,,541 ,,,,120,0,10 days before,6 days before,13 minutes before,2018.09.24,07-07-2018
"ShaTin,Tai Wai,Fotan",https://www.28hse.com/en/buy/district-g44,City One Shatin,https://www.28hse.com/en/buy/estate-4080,615409,For sale,HK$ 13.30M ,"$13,571","$16,220",,High level,3,980 ,820 ,,31,,1010,0,10 days before,10 days before,14 days before,2018.09.24,07-07-2018
,,,,615410,For sale,HK$ 6.50M ,,"$13,430",12座F,High level,2,,484 ,$ 1 sq feet,25,,155,0,10 days before,,7 days before,2018.09.24,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Eldo Court,https://www.28hse.com/en/buy/estate-4454,615420,For sale,HK$ 5.85M ,"$8,003","$10,336",,,,731 ,566 ,,31,,140,0,10 days before,,6 days before,2018.09.24,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Grand YOHO,https://www.28hse.com/en/buy/estate-8901,611629,For sale,HK$ 16.50M ,,"$18,192",,High level,4,,907 ,,1,,170,0,16 days before,16 days before,2 hours before,2018.09.19,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Kingswood Villas,https://www.28hse.com/en/buy/estate-4390,615421,For sale,HK$ 6.28M ,"$7,677","$9,984",高層,Mid level,3,818 ,629 ,,21,,220,0,10 days before,,7 days before,2018.09.24,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,Parkland Villas,https://www.28hse.com/en/buy/estate-4411,615424,For sale,HK$ 4.95M ,"$8,967","$13,165",,,,552 ,376 ,,18,,255,0,10 days before,,6 days before,2018.09.24,07-07-2018
Tuen Mun,https://www.28hse.com/en/buy/district-g48,The Sherwood,https://www.28hse.com/en/buy/estate-4474,615427,For sale,HK$ 4.80M ,"$9,877","$13,296",,,,486 ,361 ,,13,,285,0,10 days before,,6 days before,2018.09.24,07-07-2018
"Yuen Long,Tin Shui Wai",https://www.28hse.com/en/buy/district-g47,Riva,https://www.28hse.com/en/buy/estate-7707,554247,For sale,HK$ 6.55M ,"$11,431","$14,556",,,,573 ,450 ,,5,,790,0,10 days before,10 days before,5 days before,2018.09.24,07-07-2018
